provnum	stabbrev	deaths_per_bed	nh_covid_deaths	bedcert	tract_density	tract_housing_density	tract_pt_share_u50k	tract_pt_share	tract_pt_share_hc	tract_pov_share	tract_med_income	tract_white_share	tract_black_share	tract_white_nh_share	tract_share_frontline	tract_data	tract_share_nonwhite	tract_pred_nh_pt_share
"395135"	"PA"	0	0	54	14932.27	2.754751	.2062294	.2005564	.0823413	.2469207	28814.38	.4917171	.3465422	.4331504	.3218659	1	.5082829	.1523569
"395121"	"PA"	0	0	154	17185.99	2.60105	.2947512	.2728785	.0646791	.3026424	27250.82	.3181643	.5646985	.281007	.3112708	1	.6818357	.2557551
"395950"	"PA"	10	18	180	18452.49	2.641297	.3604971	.3321095	.061192	.351584	24680.18	.2222364	.6817917	.200421	.3113785	1	.7777636	.2928149
"395558"	"PA"	3.888889	7	180	20171.83	2.685059	.2900983	.2722469	.0727072	.3234861	26051.57	.3793006	.4720539	.3325626	.3119307	1	.6206994	.2816807
"395865"	"PA"	0	0	180	17613.85	2.641758	.3159197	.2875008	.0723069	.3162232	24158.75	.2452631	.6386211	.2016094	.3147735	1	.7547369	.265195
"395467"	"PA"	1.879699	2.5	133	11847.88	2.56076	.2007361	.1921271	.0692032	.2038938	33564.51	.5208268	.3740621	.4814721	.2826312	1	.4791732	.171132
"395843"	"PA"	11.66667	14	120	14405.05	2.698843	.2090845	.2059208	.0689569	.2449353	27274.27	.5186081	.3391465	.4591327	.3342625	1	.4813919	.1700752
"395537"	"PA"	5	12	240	15965.14	2.745734	.1972234	.191255	.0795175	.2651771	27710.83	.4622493	.366099	.3978004	.3205964	1	.5377507	.1697751
"395478"	"PA"	1.99005	8	402	18446.35	2.62772	.3104602	.2860994	.070633	.3509133	24180.08	.2740946	.6098961	.2338243	.3175971	1	.7259054	.2773635
"395749"	"PA"	0	0	25	16542.47	2.605837	.283482	.2627608	.0768492	.3146039	26753.43	.3535417	.5389537	.3180791	.2945589	1	.6464583	.2309004
"396076"	"PA"	0	0	180	17943.74	2.596324	.3221817	.2989189	.061934	.3102909	26041.58	.2639919	.6452113	.2384629	.3145052	1	.7360082	.2567428
"395722"	"PA"	0	0	124														
"395704"	"PA"	20	24	120	10263.11	2.690539	.1225065	.1320283	.0803662	.1491041	33910.93	.6700869	.1963329	.6192533	.2959667	1	.3299131	.0930968
"396143"	"PA"	4.166667	2.5	60														
"395296"	"PA"	0	0	244	15292.35	2.64079	.2495371	.2389243	.0721464	.2776442	28319.37	.3701537	.5180328	.3301835	.3064009	1	.6298463	.2099959
"395338"	"PA"	0	0	296	15508.8	2.749405	.1867186	.1802453	.0853663	.2415784	27912.91	.5065041	.3198055	.4444291	.3201784	1	.4934959	.1492821
"395525"	"PA"	18.62069	27	145	15213.7	2.703128	.2326492	.2259177	.0782475	.229213	28971.94	.3870118	.4826488	.3491016	.3040302	1	.6129882	.1913244
"395893"	"PA"	0	0	396	18313.55	2.684788	.3343205	.3106416	.0665448	.3175871	25492.14	.2572722	.6488606	.2286778	.3198028	1	.7427279	.2746551
"396141"	"PA"	0	0	53	17232.89	2.609836	.2366838	.2317555	.0660974	.255138	30035.54	.4955001	.3779749	.4528527	.3044324	1	.5044999	.2537085
"395628"	"PA"	0	0	123	18354.38	2.575097	.3121974	.3039438	.0620844	.3435161	26237.12	.3005477	.6042474	.2734832	.3144782	1	.6994523	.2556178
"395819"	"PA"	8.178439	22	269	16119.49	2.62099	.2727101	.2622237	.0685058	.2816309	26564.3	.3233255	.5529591	.280571	.3063259	1	.6766745	.2394292
"39A436"	"PA"	0	0	130														
"395515"	"PA"	0	0	44	11713.57	2.605831	.1526049	.1574908	.0673491	.1687445	35011.32	.587577	.2828058	.5439931	.2841365	1	.412423	.1352233
"395535"	"PA"	24.13793	21	87	15426.35	2.840743	.2359704	.2279107	.0805696	.2984779	26340.5	.3203334	.5044975	.2558825	.3229264	1	.6796666	.1862025
"395485"	"PA"	5.333333	8	150	19459.82	2.522346	.259161	.2582928	.0636918	.2522574	32032.72	.464996	.412635	.426827	.2803738	1	.535004	.2445296
"396002"	"PA"	0	0	28	10597.67	2.672507	.1115787	.1198141	.0818921	.1679527	32767.86	.6994776	.1577474	.6442233	.3052333	1	.3005224	.0923199
"395983"	"PA"	2.976191	2.5	84	15526.71	2.619762	.2919301	.2693003	.062322	.2845277	27833.17	.318739	.5766528	.2904139	.3112222	1	.6812609	.2336913
"395413"	"PA"	7.5	9	120	14504.34	2.718814	.1682776	.1633939	.0791474	.234698	28736.36	.5681155	.2655898	.5036908	.3203565	1	.4318845	.129216
"396129"	"PA"	5.747127	10	174														
"395425"	"PA"	0	0	206	14504.34	2.718814	.1682776	.1633939	.0791474	.234698	28736.36	.5681155	.2655898	.5036908	.3203565	1	.4318845	.129216
"395134"	"PA"	0	0	252	15526.71	2.619762	.2919301	.2693003	.062322	.2845277	27833.17	.318739	.5766528	.2904139	.3112222	1	.6812609	.2336913
"395637"	"PA"	0	0	45	17365.58	2.696795	.2649078	.261029	.0891383	.2972817	28795.49	.3708442	.5146735	.341392	.3144431	1	.6291558	.2367048
"395084"	"PA"	11.11111	25	225	13076.89	2.720696	.1708224	.1670869	.075881	.2513536	27921.88	.553431	.2920235	.4841093	.3252966	1	.446569	.1414398
"395764"	"PA"	0	0	94	17360.14	2.58361	.2889912	.2773225	.0766867	.2888395	26445.39	.2788165	.613901	.2427328	.3091608	1	.7211835	.2551734
"395782"	"PA"	6.818182	12	176	13372.52	2.594816	.209438	.2030447	.0718874	.2283756	30893.18	.4455607	.4303831	.3962326	.2905295	1	.5544393	.1828117
"395961"	"PA"	0	0	126	16590.99	2.832366	.1849241	.1852201	.086105	.2548027	27652.48	.4670685	.3419712	.3915702	.3228498	1	.5329315	.1365111
"395738"	"PA"	0	0	120	12727.71	2.713626	.1361244	.1408674	.0852817	.2105471	30408.14	.6097922	.2148605	.5505814	.3149857	1	.3902078	.1167238
"395449"	"PA"	14.28572	34	238	14732.95	2.736319	.1867882	.1806944	.0808754	.2446755	28210.66	.5226736	.3157388	.4561517	.3188362	1	.4773264	.1462509
"396070"	"PA"	5.102041	2.5	49	14361.43	2.726889	.1719811	.1712544	.0787137	.2216893	29318.47	.5529976	.2959381	.4908607	.3129754	1	.4470024	.1381099
"395360"	"PA"	0	0	180	17717.91	2.686061	.2917285	.2734084	.0820417	.3316987	24900.73	.2731915	.6019025	.2252619	.316885	1	.7268085	.2629625
"395466"	"PA"	0	0	80														
"396080"	"PA"	0	0	30	996.2195	2.625862	.0161695	.0300886	.0978465	.1080184	33120.25	.9156562	.0270342	.8504187	.294562	1	.0843438	.0150984
"395699"	"PA"	0	0	121	349.3969	2.488729	.0023183	.0025768	.1115889	.1638184	25505.57	.9650356	.0062701	.9569728	.3603831	1	.0349644	.0006123
"395228"	"PA"	0	0	44	349.3969	2.488729	.0023183	.0025768	.1115889	.1638184	25505.57	.9650356	.0062701	.9569728	.3603831	1	.0349644	.0006123
"395929"	"PA"	0	0	111	2505.429	2.356819	.0162161	.0121917	.1046212	.254742	24910.58	.9034235	.0314346	.8501186	.3674165	1	.0965765	.0111799
"396086"	"PA"	0	0	48	1194.994	2.369571	.0056147	.0056549	.0785187	.1673718	27560.36	.9532152	.0200987	.9295939	.3824846	1	.0467848	.0019051
"395416"	"PA"	0	0	142	2065.636	2.389516	.0102804	.0104338	.0766087	.1209169	29187.88	.9442497	.023814	.92149	.362734	1	.0557503	.0074236
"395556"	"PA"	0	0	124	2215.421	2.351194	.0106502	.0091464	.0855397	.2478747	25563.79	.9028341	.0390725	.8547325	.3781133	1	.0971659	.0104758
"395831"	"PA"	0	0	190														
"395316"	"PA"	0	0	48	1139.04	2.372401	.0035032	.0039331	.0642472	.1666634	27938.35	.9489361	.0197731	.9079875	.3745989	1	.0510639	.00383
"395499"	"PA"	0	0	180	950.5358	2.415635	.005945	.0075273	.0732943	.1525606	28326.12	.9510095	.0168078	.9357884	.385425	1	.0489905	.0046617
"396063"	"PA"	0	0	120	2063.029	2.366197	.0104842	.0100781	.0711575	.1099128	30329.7	.9257451	.0307892	.8975525	.35788	1	.0742549	.0080884
"395286"	"PA"	0	0	129	2431.049	2.358484	.0111438	.0090226	.0765267	.187481	27170.95	.8928002	.0537398	.8649059	.3700238	1	.1071998	.0065583
"395875"	"PA"	1.666667	2.5	150														
"395344"	"PA"	8.938547	16	179	3333.799	2.378701	.0386207	.0341978	.0843079	.1593107	27016.15	.8712209	.086881	.8313071	.3611275	1	.1287791	.0317923
"395252"	"PA"	0	0	80	2386.004	2.327233	.0121691	.0112257	.080013	.1451057	28184.93	.938587	.0287211	.9135975	.3597035	1	.061413	.0081487
"395878"	"PA"	0	0	130	1669.298	2.391289	.0093479	.0109657	.0625882	.122185	30396.67	.9284742	.0263493	.9015571	.3568949	1	.0715258	.0071287
"395172"	"PA"	0	0	159	1575.302	2.45248	.0103786	.008719	.085557	.1622927	29098.12	.9379371	.0284026	.9175565	.3504973	1	.0620629	.0097626
"395830"	"PA"	0	0	150	485.3777	2.387213	.0029057	.0037574	.0802962	.1815689	25871.19	.9689514	.0135571	.9620706	.3508801	1	.0310486	.0031109
"395840"	"PA"	0	0	100	1013.052	2.356895	.0078903	.0081896	.0753453	.1806277	25064.99	.9184769	.0500036	.9056814	.3455879	1	.0815231	.0046494
"395661"	"PA"	0	0	99	700.282	2.404176	.0042054	.0032703	.0855017	.2538509	22720.73	.9773623	.0087196	.9729664	.3731083	1	.0226377	.0028902
"395398"	"PA"	0	0	120	1006.117	2.312254	.0098738	.0090035	.0702431	.1777307	25684.43	.9292029	.0420088	.9176923	.3459786	1	.0707971	.0062231
"395891"	"PA"	0	0	60	794.5088	2.303141	.008337	.0059683	.08049	.1480036	26633.88	.9566412	.0142217	.9494594	.3354361	1	.0433588	.0038761
"395090"	"PA"	0	0	127	824.1705	2.260902	.0111562	.0081934	.0835132	.2068673	25116.84	.95737	.0158853	.9484202	.3320372	1	.04263	.0051908
"395909"	"PA"	0	0	67	331.9161	2.23469	.0031959	.0030886	.0965183	.1155011	25649.57	.9476129	.0184267	.9323935	.3767254	1	.0523871	.0072631
"395683"	"PA"	0	0	120	1368.475	2.354025	.0065493	.0074924	.0783588	.1611862	27230.85	.9393384	.0238357	.9170072	.3642021	1	.0606616	.0191998
"395554"	"PA"	15.15152	20	132	1324.025	2.416696	.0070151	.0077904	.0911005	.1430895	26977.73	.9415274	.0267683	.9159899	.3625262	1	.0584726	.003253
"395285"	"PA"	18.96552	11	58	364.1371	2.420973	.0040391	.0046187	.0859114	.1704578	25825.55	.9668694	.0081822	.9469281	.375757	1	.0331306	.0016345
"395092"	"PA"	0	0	63														
"395318"	"PA"	0	0	120	394.8319	2.487478	.0040442	.0047696	.0961078	.1666889	26916.49	.9686983	.010256	.9583303	.3541113	1	.0313017	.0134875
"395712"	"PA"	0	0	26	243.3395	2.428495	.0027587	.0035833	.0862834	.1567744	26613.15	.9706827	.0091679	.9618933	.3670819	1	.0293173	.0053256
"395352"	"PA"	0	0	120	420.7076	2.504504	.0054204	.0068114	.1080197	.1850992	25685.82	.9629932	.011619	.9501845	.3554138	1	.0370068	.0097409
"395261"	"PA"	0	0	102	1832.145	2.415965	.0120931	.0118175	.0727281	.1601038	29281.84	.9246513	.032832	.8972039	.3405716	1	.0753487	.0154024
"395614"	"PA"	0	0	57	846.0048	2.527133	.0056564	.0050913	.0580733	.1553468	27448.86	.9546962	.0180704	.9391299	.372421	1	.0453038	.0154194
"395283"	"PA"	0	0	226	1178.96	2.445162	.0062715	.0054462	.0735266	.1479654	28634.06	.937556	.0239	.9147946	.3626183	1	.062444	.0100244
"395502"	"PA"	0	0	106	1994.565	2.312687	.0266616	.0235353	.0902321	.2070426	26870.61	.9238747	.0430612	.9125917	.3396482	1	.0761253	.0195029
"395594"	"PA"	0	0	95	806.5214	2.362099	.0056049	.0047687	.1088459	.2103627	25140.76	.969244	.010765	.9615403	.3569691	1	.030756	.0010323
"395777"	"PA"	0	0	148	871.8346	2.321404	.0090347	.0068053	.0818539	.1765648	25682.65	.9598214	.0138001	.951045	.3504923	1	.0401786	.0015043
"395959"	"PA"	0	0	100	993.8909	2.291364	.006195	.0045845	.0849068	.2058529	24984.48	.9637252	.012051	.9544772	.3478833	1	.0362748	.0002966
"395609"	"PA"	0	0	176	626.5991	2.345295	.0044617	.0040706	.0702361	.1876215	25923.42	.9748924	.004253	.9678481	.364537	1	.0251076	.0020912
"395363"	"PA"	0	0	106	1420.097	2.276158	.0046197	.0043423	.0704993	.1991112	26348.43	.9590479	.0159573	.9451993	.3472891	1	.0409521	.0017703
"395650"	"PA"	0	0	121	828.1318	2.261123	.0037713	.0031817	.085609	.1983899	26630.04	.97201	.0086007	.9606253	.3610155	1	.02799	.0006285
"395692"	"PA"	0	0	120	2012.566	2.341571	.0185209	.0197681	.070338	.151746	31157.25	.9032785	.0540505	.886786	.3064891	1	.0967215	.0142881
"395671"	"PA"	0	0	155	1753.953	2.359517	.024333	.0242689	.0714771	.167812	31054.56	.8960012	.0635391	.884675	.3064664	1	.1039988	.0236288
"395032"	"PA"	0	0	115	2305.531	2.403837	.0415123	.048029	.0693837	.1260042	34750.63	.8869166	.0636053	.8736795	.2876487	1	.1130834	.0472551
"395577"	"PA"	0	0	288	1277.567	2.378989	.0107931	.0132829	.0607939	.1320315	31149.39	.9270501	.0369634	.9169453	.3116698	1	.0729499	.0101138
"395633"	"PA"	0	0	48	1507.752	2.317885	.0175507	.0211274	.0660875	.1349676	29477.62	.9282457	.0386907	.9148346	.3439299	1	.0717543	.0142915
"395783"	"PA"	1.785714	2.5	140	2305.531	2.403837	.0415123	.048029	.0693837	.1260042	34750.63	.8869166	.0636053	.8736795	.2876487	1	.1130834	.0472551
"395823"	"PA"	0	0	118	2203	2.351438	.0179454	.0241466	.0524735	.1134856	32576.8	.9047576	.0546577	.888719	.2801003	1	.0952424	.0209067
"395679"	"PA"	0	0	74	2046.427	2.357984	.0151567	.0153113	.0716128	.1996099	27903.73	.8948232	.0674687	.8826782	.3142103	1	.1051768	.0136532
"396073"	"PA"	0	0	62	2318.108	2.356589	.0261672	.0297021	.0603211	.1470803	31813.26	.893573	.0628272	.8815204	.300793	1	.106427	.0254346
"396085"	"PA"	0	0	60	1616.879	2.312718	.0179702	.0235778	.0664238	.1211616	30458.86	.9317047	.0351851	.9170526	.3339401	1	.0682953	.0156206
"395695"	"PA"	0	0	140	2404.792	2.334923	.0275667	.0287505	.0688251	.1088349	32680.8	.9015011	.054139	.8888408	.2885588	1	.0984989	.0211328
"395289"	"PA"	0	0	104	1925.745	2.334706	.0239818	.0311352	.0646736	.1444544	32712.86	.9125851	.0478141	.900907	.2910236	1	.0874149	.0241197
"395357"	"PA"	0	0	128														
"395493"	"PA"	0	0	120	715.6915	2.551918	.0074385	.0119883	.0679515	.1801053	26898.57	.9137588	.0497449	.870687	.3261721	1	.0862412	.0046867
"395936"	"PA"	0	0	121	1190.563	2.456494	.0104875	.0108321	.0721101	.1778578	26466.48	.8870084	.0663525	.8514223	.3366692	1	.1129916	.0067651
"395851"	"PA"	0	0	120	2152.287	2.268806	.0245641	.0249634	.0669472	.1567154	29665.15	.9164151	.0457575	.9057562	.3206631	1	.0835849	.017809
"395860"	"PA"	9.166667	11	120	1492.246	2.285712	.0077815	.0070589	.0673337	.1411574	27011.78	.9475839	.0217897	.9412004	.3583162	1	.0524161	.0024793
"395705"	"PA"	0	0	120	1656.343	2.261474	.0118559	.0126838	.060132	.1418605	29443.71	.9432427	.0276934	.935631	.3284501	1	.0567573	.0088912
"395295"	"PA"	0	0	120	2303.127	2.285164	.0499225	.0509621	.0753885	.1430772	32143.41	.8488946	.1033285	.8378446	.298171	1	.1511054	.0588598
"395552"	"PA"	0	0	96	932.2767	2.261831	.0095117	.007703	.0568273	.113478	28440.45	.9659069	.0129378	.9573705	.3274601	1	.0340931	.0039398
"395500"	"PA"	0	0	137	1575.437	2.283754	.0132027	.0129133	.0663196	.1345048	29293.17	.9384521	.0305797	.9309317	.3305562	1	.0615479	.0087724
"395435"	"PA"	0	0	408	1613.654	2.258202	.0089403	.0103209	.0574938	.1236735	29930.38	.9514056	.0218389	.9435357	.3264235	1	.0485944	.0037837
"395208"	"PA"	0	0	103	2312.687	2.316287	.0168231	.0204928	.0780559	.1653458	30827.34	.9190235	.0498837	.9084125	.3293681	1	.0809765	.0116117
"396056"	"PA"	0	0	155	1728.058	2.309785	.0121663	.0132109	.0685311	.1540335	30859.08	.9400278	.0266579	.9299757	.3252228	1	.0599722	.0068267
"395585"	"PA"	0	0	120	2174.722	2.280392	.0336323	.0330215	.0726557	.1575602	30401.53	.9001	.0680114	.8912811	.3198467	1	.0999	.0322469
"395726"	"PA"	0	0	109	1289.627	2.314791	.0062841	.0058496	.0571175	.1677598	27339.55	.9608201	.0161183	.9556983	.3531274	1	.0391799	.0029353
"395646"	"PA"	0	0	48	2018.899	2.250155	.016432	.014877	.0754489	.1640851	29077.98	.9109684	.0511304	.9037927	.3195225	1	.0890316	.0100057
"396035"	"PA"	0	0	35	1691.485	2.319908	.0030172	.0043293	.0563466	.1276561	27792.31	.9460172	.0235316	.9355901	.3340976	1	.0539828	.0028526
"395382"	"PA"	0	0	120	1640.365	2.314441	.0172751	.0198532	.0690023	.1003228	32853.57	.9399921	.0324172	.9328359	.3215585	1	.0600079	.0190554
"395892"	"PA"	7.476635	8	107	1362.449	2.305454	.0105614	.0099691	.0735096	.1575451	28092.37	.9394665	.0278291	.931181	.34185	1	.0605335	.0032771
"395539"	"PA"	0	0	155	1860.28	2.273062	.0177622	.017944	.0624569	.1341081	30307.14	.9327521	.0347724	.9243174	.3264889	1	.0672479	.0108274
"395604"	"PA"	0	0	120	1930.183	2.252089	.0188068	.0200827	.0657758	.1499484	29765.82	.9235632	.0421931	.9145344	.3231687	1	.0764368	.0165669
"396021"	"PA"	0	0	77	1693.424	2.292979	.019614	.0202009	.0709426	.1308141	31089.75	.9359626	.0336845	.9280956	.3202451	1	.0640374	.0131543
"395371"	"PA"	0	0	177	1419.734	2.308131	.0079918	.0106627	.0868389	.1621519	28427.76	.9479227	.0257314	.939298	.3536847	1	.0520773	.0044861
"395433"	"PA"	0	0	124														
"396064"	"PA"	0	0	82	3557.01	2.542532	.0223725	.0188616	.072812	.1682278	30779.86	.8509126	.0797327	.7849934	.3342775	1	.1490874	.018176
"395998"	"PA"	0	0	50	4124.66	2.532944	.0258213	.021671	.0707695	.1550833	29887.37	.8388758	.0890515	.7694299	.3236448	1	.1611242	.0193604
"395309"	"PA"	0	0	151	2365	2.542408	.0133138	.0136398	.0633266	.1264711	32414.2	.8736976	.0691504	.8290248	.3242804	1	.1263024	.0122678
"395612"	"PA"	0	0	104	3825.768	2.532712	.0261594	.0230862	.0767022	.1799175	29988.47	.8291376	.0932988	.7543153	.3380591	1	.1708624	.0219954
"395442"	"PA"	0	0	161	3557.01	2.542532	.0223725	.0188616	.072812	.1682278	30779.86	.8509126	.0797327	.7849934	.3342775	1	.1490874	.018176
"395438"	"PA"	0	0	100														
"395058"	"PA"	0	0	159	3300.957	2.538304	.0179581	.0167818	.0646912	.1569604	30356.18	.8442101	.083004	.7780853	.3282649	1	.1557899	.0176297
"395037"	"PA"	0	0	151	4618.215	2.559163	.0412222	.0384307	.0685671	.1863426	29996.65	.7894081	.127009	.7213069	.3279329	1	.2105919	.0373096
"395902"	"PA"	0	0	64	2840.775	2.502775	.019816	.018061	.0643321	.1342568	31334.19	.8716101	.065986	.8220273	.3357249	1	.1283899	.018224
"395451"	"PA"	1.237624	2.5	202														
"395016"	"PA"	6.578948	10	152	2446.476	2.489326	.0107294	.0102037	.0687173	.1114371	32414.96	.9097601	.0329334	.8776305	.3362156	1	.0902399	.0055585
"395168"	"PA"	0	0	270	4059.524	2.539768	.0219396	.0188672	.0721289	.1736458	30054	.8302758	.0925199	.7528434	.3332474	1	.1697242	.0174926
"395290"	"PA"	0	0	375	2202.148	2.52371	.0112326	.009719	.065997	.1241881	31838.46	.8817424	.0609982	.8339065	.3314369	1	.1182576	.0085626
"395898"	"PA"	0	0	120	1839.575	2.504732	.0043128	.0044126	.0730606	.0933416	32419.43	.9330684	.0200487	.9117678	.339995	1	.0669316	.0025712
"396111"	"PA"	0	0	40	1523.442	2.538599	.0104905	.0088602	.0731036	.1184524	32095.59	.9176638	.0355054	.8886835	.3371552	1	.0823362	.0067229
"415050"	"RI"	1.879699	2.5	133	3068.199	2.303575	.0173098	.0174732	.064253	.0817025	34527.45	.9369635	.0189467	.9033746	.2910388	1	.0630365	.0044332
"415031"	"RI"	0	0	128	3761.684	2.336248	.0234608	.02239	.067301	.0972086	33886.53	.8992715	.0361927	.8484186	.2897459	1	.1007285	.0093106
"415070"	"RI"	3.289474	2.5	76	4932.511	2.328038	.0288261	.0260264	.0678724	.128206	33423.64	.8628898	.0393058	.8088269	.2969778	1	.1371102	.0132755
"415068"	"RI"	0	0	63	4991.457	2.367689	.0417291	.0333523	.0699422	.1579864	32173.89	.8359085	.0609731	.761627	.2926514	1	.1640915	.0202149
"415014"	"RI"	0	0	86	3963.153	2.316183	.0255782	.0223229	.0789987	.1270137	33497.18	.8917345	.0381525	.852119	.2908912	1	.1082655	.012544
"415078"	"RI"	0	0	210	3194.556	2.436963	.0150645	.0143594	.0624485	.1192713	34529.38	.888424	.0347142	.8444125	.2984495	1	.111576	.0139965
"415008"	"RI"	0	0	130	5014.904	2.505599	.0272683	.0264999	.0750306	.1468164	32567.93	.8102027	.0653305	.7259916	.3004798	1	.1897973	.0231802
"415067"	"RI"	14.16667	17	120	3940.316	2.455374	.018731	.0198767	.0593769	.131015	34317.14	.8583962	.0402445	.8070564	.3056487	1	.1416038	.018998
"415010"	"RI"	0	0	168	4222.567	2.510967	.0235807	.024016	.0640997	.1403378	35784.71	.835843	.0491447	.7674209	.2940343	1	.164157	.0184793
"415082"	"RI"	6.315789	12	190	3637.033	2.457131	.0159409	.0167151	.0637038	.1498542	32925.14	.8876991	.0396272	.836657	.3016986	1	.1123009	.0180374
"415009"	"RI"	1.633987	2.5	153	3947.471	2.483259	.0217732	.020059	.0717382	.1288667	34384.29	.841562	.048904	.7766026	.296483	1	.158438	.0187865
"415060"	"RI"	0	0	31	3681.5	2.496609	.0117601	.0130682	.0589206	.0979153	34935.3	.8908632	.0330438	.8313807	.3027757	1	.1091368	.0145134
"415061"	"RI"	12.5	12	96	3293.671	2.462653	.0125133	.0145072	.0642196	.097143	36132.25	.8896747	.032433	.8406138	.2929482	1	.1103253	.0133814
"415028"	"RI"	28.96552	42	145	4637.448	2.499605	.0256898	.0232086	.0701051	.1233439	33395.32	.8316485	.0526398	.7630466	.3004988	1	.1683515	.0209938
"415023"	"RI"	0	0	57	3558.185	2.483636	.0186983	.0189412	.0653541	.1132103	36312.59	.8654522	.0405676	.8096769	.2907539	1	.1345478	.018153
"415105"	"RI"	0	0	41	638.9068	2.594569	.0027029	.0051828	.0675915	.0572212	35762.84	.9199825	.0161288	.9086903	.3013089	1	.0800175	.0086866
"415089"	"RI"	0	0	60	1600.167	2.540319	.0069223	.0079087	.0752336	.0976435	36935.93	.9286118	.0171291	.9045004	.2945042	1	.0713882	.0071625
"415074"	"RI"	0	0	95	3720.304	2.325019	.0212757	.0188868	.0860078	.1252387	35312.31	.8518554	.0541999	.7909751	.2635857	1	.1481446	.005044
"415111"	"RI"	0	0	60	3761.712	2.224257	.0204142	.0181113	.0984798	.1074329	35706.27	.8715827	.0485216	.8263825	.2462128	1	.1284173	.0031892
"415076"	"RI"	0	0	60	2660.35	2.339247	.0173301	.015863	.0902893	.0851643	36348.29	.8931183	.0376881	.8518133	.2667892	1	.1068817	.0035489
"415033"	"RI"	0	0	114	3331.566	2.279799	.0250631	.0203103	.0871602	.1409681	34595.64	.8552256	.0490512	.8030545	.2605639	1	.1447744	.0044552
"415034"	"RI"	1.712329	2.5	146	2660.35	2.339247	.0173301	.015863	.0902893	.0851643	36348.29	.8931183	.0376881	.8518133	.2667892	1	.1068817	.0035489
"415040"	"RI"	0	0	50	2824.613	2.340923	.0209534	.0176854	.0845897	.0965263	36347.52	.87624	.0421963	.8282585	.2660723	1	.12376	.0046553
"415056"	"RI"	10.625	17	160	5626.639	2.509399	.0357193	.0311527	.0724823	.1626805	31987.77	.7819321	.0840344	.6935892	.3054122	1	.2180679	.0298978
"415080"	"RI"	0	0	110	3119.349	2.555704	.0123167	.0137741	.0672424	.1328228	33116.27	.8782904	.0403534	.8313983	.3219155	1	.1217096	.024014
"415044"	"RI"	13.49206	17	126	6162.047	2.514114	.0228428	.0215223	.0925026	.2508799	28801.66	.7687057	.0792356	.6676033	.32463	1	.2312943	.0296125
"415052"	"RI"	10	12	120	6632.687	2.576623	.0385053	.0337033	.0703953	.2084837	29765.09	.740878	.1007306	.6225842	.306657	1	.259122	.0251126
"415042"	"RI"	9.090909	12	132	5076.924	2.530649	.0314309	.0283539	.0783444	.1513082	30976.69	.7833645	.0799288	.6994863	.3021642	1	.2166355	.0309879
"415024"	"RI"	21.05263	12	57	6418.523	2.607137	.0426979	.035782	.0720947	.2135019	29086.9	.7256239	.1082434	.6035985	.3112397	1	.2743761	.0254604
"415110"	"RI"	12.35955	22	178	5852.017	2.564505	.0235913	.022953	.0731919	.2138679	30924.61	.7908322	.0769986	.6904247	.3124433	1	.2091678	.0249496
"415091"	"RI"	18.33333	22	120	7086.378	2.583154	.0438577	.0378135	.0806141	.2007834	30031.6	.7073949	.1209496	.5935124	.308576	1	.2926051	.0277711
"415113"	"RI"	0	0	52	6764.517	2.562912	.0348329	.0319984	.0777802	.1753194	30399.28	.745451	.0997681	.6471093	.3113162	1	.254549	.0304875
"415007"	"RI"	0	0	57	5699.619	2.516205	.0325694	.0295983	.0693931	.1635193	30527.03	.7735225	.0836242	.6827235	.3098707	1	.2264775	.0313636
"415108"	"RI"	7.8125	2.5	32	7669.242	2.570777	.0384737	.0360533	.0689363	.2588024	28862.23	.7288954	.1102447	.5944744	.3193206	1	.2711046	.0273688
"415073"	"RI"	0	0	49	6269.774	2.499596	.0355604	.0326964	.0681364	.184614	31656.85	.7457254	.1062473	.6509485	.3006433	1	.2542746	.0228983
"415123"	"RI"	0	0	80	4754.048	2.552244	.0232053	.0211203	.0640721	.1471877	33039.27	.8212792	.0624661	.7345331	.3025005	1	.1787208	.0227207
"415039"	"RI"	0	0	100	4832.673	2.480156	.0277095	.0255183	.0720582	.1486991	32759.09	.8047718	.0749004	.7169967	.302196	1	.1952282	.0249973
"415106"	"RI"	8.461538	22	260	4669.108	2.564289	.015555	.01592	.0810072	.2045479	30741.62	.8223019	.0615002	.7416129	.326466	1	.1776981	.0264292
"415084"	"RI"	10.67961	22	206	6601.847	2.573479	.0374869	.0313894	.0733432	.1854973	30263.8	.7443475	.0966974	.6264838	.3091328	1	.2556525	.0247407
"415119"	"RI"	16.81818	37	220	7515.847	2.576981	.0406458	.0357102	.0733506	.2116647	28561.76	.721643	.1177252	.5851814	.3103981	1	.278357	.0236628
"415035"	"RI"	11	22	200	6378.218	2.525045	.0330868	.0266545	.0599194	.17842	30929.15	.7545637	.1031755	.6504129	.3098726	1	.2454363	.0204098
"415085"	"RI"	22.44898	22	98	4547.978	2.514115	.0196504	.0206238	.0648993	.1847301	33818.64	.8454269	.0533218	.7706636	.3069173	1	.1545731	.018142
"415049"	"RI"	0	0	133	4913.622	2.561018	.0258807	.0228308	.0605571	.1455461	32887.41	.8149551	.0707426	.7289035	.3037667	1	.1850449	.0237529
"415090"	"RI"	14.28572	12	84	5532.692	2.513645	.0327044	.0293023	.0647578	.1459594	31691.09	.7817468	.0834308	.7042675	.3050421	1	.2182532	.032106
