provnum	stabbrev	deaths_per_bed	nh_covid_deaths	bedcert	tract_density	tract_housing_density	tract_pt_share_u50k	tract_pt_share	tract_pt_share_hc	tract_pov_share	tract_med_income	tract_white_share	tract_black_share	tract_white_nh_share	tract_share_frontline	tract_data	tract_share_nonwhite	tract_pred_nh_pt_share
"055008"	"CA"	0	0	192														
"055685"	"CA"	0	0	75	8822.877	3.293294	.0420979	.0348201	.0989273	.1763635	29794.16	.6229159	.0870316	.3158609	.2821515	1	.3770841	.0521046
"555362"	"CA"	0	0	99	6238.702	3.038293	.0228765	.021047	.0985827	.1077526	41517.23	.6467116	.0335944	.4602011	.2463798	1	.3532884	.0275445
"056388"	"CA"	6.395349	5.5	86	9067.157	3.328891	.0463673	.037712	.1019355	.1716536	30968.76	.5840901	.0778156	.2376858	.2773417	1	.4159099	.0564909
"555878"	"CA"	0	0	99	7100.489	3.170275	.0378102	.0302275	.1036079	.1815183	30879.14	.6765549	.0570945	.4328173	.2820988	1	.3234451	.0343945
"055500"	"CA"	0	0	59	7613.713	3.141817	.0320183	.0291077	.0884719	.1612359	33288.65	.6725605	.035524	.3821543	.2683319	1	.3274395	.0558937
"555745"	"CA"	0	0	45	5870.471	3.063772	.03229	.0260332	.0934058	.1408422	37530.48	.7150819	.0403692	.4724578	.2580509	1	.2849181	.0340433
"055286"	"CA"	0	0	98	9360.771	3.026129	.0414127	.0330729	.0979179	.1807043	34815.11	.6434402	.0625653	.3735649	.2558032	1	.3565598	.0605292
"055298"	"CA"	0	0	93	4145.021	3.178888	.0146955	.0135542	.0931015	.1634331	31032.9	.7383672	.0340903	.4712848	.2756691	1	.2616328	.0258644
"056330"	"CA"	3.395061	5.5	162	9171.394	3.4475	.0446573	.0384348	.1116951	.1681219	29382.86	.5529025	.083565	.1969956	.286171	1	.4470975	.0554499
"555887"	"CA"	0	0	94	7476.826	3.03266	.0356708	.0283607	.1021414	.1860437	31610.91	.7118964	.0581621	.4844341	.2755329	1	.2881036	.0354306
"056040"	"CA"	0	0	180	7257.624	3.212025	.024615	.0231159	.0996384	.1648398	32492.42	.6917671	.0351875	.4009038	.273192	1	.3082329	.0363336
"555431"	"CA"	1.803279	5.5	305	7734.635	3.108569	.0370509	.0287909	.1035805	.1738176	32456.84	.6736305	.0653653	.4339466	.2738231	1	.3263695	.034609
"055074"	"CA"	0	0	122	8959.011	3.127479	.0527293	.0419658	.1000689	.1875333	32657.72	.6676588	.0641657	.3255056	.2677174	1	.3323412	.0630173
"555630"	"CA"	0	0	96	8966.049	2.993335	.0428149	.0344207	.0962472	.1563212	34138.92	.6184355	.0752847	.3695998	.2564032	1	.3815645	.070868
"555427"	"CA"	0	0	120	6320.752	3.120555	.0198722	.0189117	.0973008	.1408759	35115.84	.6750392	.0362008	.4224217	.2660982	1	.3249608	.0355009
"056105"	"CA"	2.835052	5.5	194	8786.526	3.146014	.0440373	.0350904	.1035946	.1559543	35421.31	.6099371	.0650135	.3456507	.2599588	1	.3900629	.0714115
"056401"	"CA"	0	0	75	7944.017	2.944049	.044162	.0339305	.0954272	.1478873	38009.26	.6266789	.0732647	.4063946	.2440514	1	.3733211	.0827219
"055508"	"CA"	0	0	128	9676.671	3.108337	.0544062	.0435081	.097686	.199832	32436.35	.5995663	.0919505	.3281981	.2582414	1	.4004337	.0998881
"055806"	"CA"	0	0	151	10732.91	3.105977	.0414209	.0329507	.112003	.2495506	28830.31	.6854807	.0749766	.4553389	.2749741	1	.3145193	.0393664
"055964"	"CA"	5.288462	5.5	104	9540.29	3.368045	.0482234	.0403883	.106754	.2044152	28541.94	.5930645	.074226	.2362826	.284293	1	.4069355	.0502507
"055182"	"CA"	3.481013	5.5	158	9135.458	3.268954	.0446909	.0370446	.0948012	.1667665	29807.71	.5739643	.0970651	.2891404	.2766788	1	.4260357	.0639219
"555596"	"CA"	0	0	52	8325.225	3.082567	.0475045	.0354649	.088306	.1832538	34604.29	.6652953	.0701742	.4261692	.268623	1	.3347047	.0520216
"055322"	"CA"	0	0	133	9776.21	3.033042	.0489507	.0398268	.0913755	.1918847	33672.72	.6727211	.0652312	.378086	.2613031	1	.3272789	.0718479
"056182"	"CA"	0	0	99	8116.398	3.103293	.044794	.0351175	.1031875	.1509964	34380.36	.6468287	.0699892	.3664678	.2536051	1	.3531713	.0736848
"555425"	"CA"	0	0	119	6159.684	3.135962	.0270677	.0252558	.0905329	.1656541	32565.83	.7275803	.040742	.4351968	.2732249	1	.2724197	.0274476
"555739"	"CA"	9.322034	5.5	59	8388.438	2.867188	.044314	.0371376	.0905405	.1395542	39178.6	.6657567	.0481229	.4662133	.2438533	1	.3342433	.0597577
"555793"	"CA"	0	0	60	9210.011	2.919188	.0469474	.0386543	.0914417	.1430812	38557.43	.6371214	.0481354	.4292106	.2467816	1	.3628786	.0584195
"055505"	"CA"	0	0	53	9710.56	3.080468	.0484145	.0390307	.1025256	.1973587	32768.17	.6368973	.0801363	.3495387	.2607897	1	.3631027	.0877694
"055078"	"CA"	0	0	60	8088.253	3.120213	.0413328	.0329511	.0918107	.1648936	33395.26	.6294278	.0694638	.3772258	.2634398	1	.3705722	.0531348
"555146"	"CA"	0	0	59	8027.83	3.177543	.0287975	.0260281	.100786	.1584801	33517.89	.6634603	.0455326	.4018083	.2747338	1	.3365397	.0454281
"055632"	"CA"	0	0	90	7524.468	3.01714	.0382615	.0303825	.0910178	.1514765	36817.18	.6705526	.0576591	.436269	.2529533	1	.3294474	.0535021
"056062"	"CA"	0	0	50	8436.468	3.289189	.0438395	.0364459	.0940561	.2011004	31480.89	.608499	.0738086	.3025995	.2820145	1	.391501	.043197
"555795"	"CA"	0	0	180	7850.932	3.302578	.0386567	.0308864	.1054449	.1406299	34746.95	.6223189	.0640974	.2813597	.2620878	1	.3776811	.0431378
"05A292"	"CA"	0	0	43														
"055975"	"CA"	0	0	60	10161.03	3.409005	.046581	.0391207	.1059029	.1879115	28313.03	.5786614	.0863521	.182167	.2988613	1	.4213386	.0568962
"555134"	"CA"	0	0	90	8003.351	3.275548	.0358074	.0294122	.1025061	.1806254	30626.88	.5921315	.0934206	.2909834	.2862228	1	.4078685	.0425793
"555323"	"CA"	0	0	120														
"555871"	"CA"	0	0	65	7681.521	3.077855	.040644	.0313374	.097419	.1997982	31724.13	.667058	.075372	.4097636	.2686193	1	.332942	.0503401
"055488"	"CA"	0	0	94	8077.26	3.100051	.0428955	.032177	.0953747	.1474504	35616.77	.6187196	.0827432	.3624634	.2483945	1	.3812804	.0507645
"055890"	"CA"	5.555556	5.5	99	8782.108	3.141266	.0398809	.0322283	.1015044	.2020795	29841.59	.6443242	.0739553	.401652	.2761187	1	.3556758	.0464008
"555296"	"CA"	0	0	59	6826.066	3.036945	.0294575	.0242607	.0961021	.1123468	38794.57	.6438118	.0419121	.4420809	.2528931	1	.3561882	.0386817
"555263"	"CA"	0	0	99	9616.672	3.35146	.0515907	.0412647	.0984411	.1903766	29280.08	.6026162	.0734822	.2360879	.2786286	1	.3973838	.0599275
"555746"	"CA"	0	0	45	6397.719	3.064716	.0255686	.02149	.1094495	.1247208	41501.95	.6513051	.0403965	.4542557	.2434286	1	.3486949	.0266733
"055064"	"CA"	0	0	96	9858.634	3.224255	.0504363	.0386005	.0986712	.2398379	28543.94	.6599597	.0744361	.4096746	.2873303	1	.3400403	.0337711
"555804"	"CA"	15.83333	19	120	10732.91	3.105977	.0414209	.0329507	.112003	.2495506	28830.31	.6854807	.0749766	.4553389	.2749741	1	.3145193	.0393664
"055795"	"CA"	5.555556	5.5	99	10187.39	3.238323	.0481847	.0413801	.107823	.2286914	31220.98	.5844955	.1003734	.2639925	.2690723	1	.4155045	.0869915
"055335"	"CA"	0	0	93	6159.684	3.135962	.0270677	.0252558	.0905329	.1656541	32565.83	.7275803	.040742	.4351968	.2732249	1	.2724197	.0274476
"055067"	"CA"	7.432433	5.5	74	5514.104	3.051356	.0194532	.0186611	.0924249	.128786	35963.25	.7229543	.0356453	.4835446	.2657056	1	.2770457	.0340121
"555301"	"CA"	0	0	129	5427.989	3.067309	.0204512	.016861	.0991456	.1016992	39530.69	.6851967	.0339339	.4991886	.251373	1	.3148033	.033216
"555246"	"CA"	0	0	176	5579.144	3.198055	.0269768	.0218652	.08537	.1806726	31752.63	.7486152	.0385349	.4325019	.2833022	1	.2513848	.0277399
"555216"	"CA"	0	0	100	7850.932	3.302578	.0386567	.0308864	.1054449	.1406299	34746.95	.6223189	.0640974	.2813597	.2620878	1	.3776811	.0431378
"555326"	"CA"	0	0	120	5445.167	2.929848	.0225854	.0174288	.0934161	.0897818	45343.71	.6741196	.0312202	.531854	.235044	1	.3258804	.0336576
"555572"	"CA"	0	0	30	7161.693	2.969685	.0352587	.0268213	.0948263	.1395874	36192.87	.6899963	.0586546	.462367	.2545544	1	.3100037	.0460804
"555545"	"CA"	0	0	59	8292.641	2.764958	.0547572	.038681	.0798031	.1338858	39951.6	.7122849	.0509727	.4923149	.2342925	1	.2877151	.0800263
"555136"	"CA"	0	0	99	5506.679	2.969036	.0227725	.0183993	.0904721	.1293435	40952.14	.6997959	.0390299	.5136646	.2479247	1	.3002041	.0357705
"055114"	"CA"	0	0	100	8088.253	3.120213	.0413328	.0329511	.0918107	.1648936	33395.26	.6294278	.0694638	.3772258	.2634398	1	.3705722	.0531348
"05A290"	"CA"	0	0	46														
"555660"	"CA"	0	0	30														
"055175"	"CA"	0	0	68	18310.31	2.755715	.1698653	.2058724	.091934	.0730518	52280.87	.4835027	.0466989	.392741	.2206169	1	.5164973	.1764116
"056272"	"CA"	0	0	168	24542.66	2.777853	.237019	.254261	.0902551	.0980765	46172.64	.445996	.057745	.3615224	.219988	1	.5540041	.2739755
"555869"	"CA"	17.1875	5.5	32	18266.44	2.701241	.2183744	.2505943	.1054111	.0770851	50801.75	.4496718	.0692389	.385882	.21907	1	.5503283	.303592
"056071"	"CA"	0	0	50	19407.35	2.769125	.1902396	.2064769	.0929121	.1048912	44636.34	.4811982	.0617069	.3744223	.2361501	1	.5188018	.2171087
"555888"	"CA"	0	0	32	24766.43	2.674777	.2440534	.254088	.0892463	.1011048	48634.35	.4748495	.0629204	.3960799	.2215666	1	.5251505	.2730137
"055280"	"CA"	11.95652	11	92	23921.31	2.732089	.2642383	.2654159	.0933874	.1112095	42477.41	.4165326	.0724123	.3341185	.2313762	1	.5834674	.2812237
"555020"	"CA"	0	0	769														
"056245"	"CA"	0	0	38	19071.9	2.735203	.2122265	.2258709	.0859613	.0946578	51037.26	.491265	.058465	.3934503	.2245908	1	.5087349	.2694531
"555834"	"CA"	0	0	34	27667.1	2.615267	.2642147	.2918423	.0824272	.0979264	50277.2	.4990098	.0604089	.4069704	.2093899	1	.5009903	.3346776
"055169"	"CA"	0	0	378	19104.9	3.124684	.2318362	.2269311	.1132052	.0836109	40569.55	.3541302	.0433549	.2576	.2531607	1	.6458698	.2449455
"055963"	"CA"	0	0	140	18584.68	2.881348	.2180678	.2367533	.117993	.0700084	45952.49	.4236064	.0429041	.3423629	.234332	1	.5763936	.2420717
"055848"	"CA"	0	0	90	21481.09	2.805822	.2086629	.2229934	.0823087	.1133226	43612.96	.4746087	.0563159	.3679476	.2390471	1	.5253913	.241226
"05A315"	"CA"	0	0	34														
"056176"	"CA"	4.583333	5.5	120	18482.52	2.659483	.2183228	.2342739	.0919089	.0966951	49882.79	.5076473	.0608413	.4267652	.2228343	1	.4923527	.2663088
"056449"	"CA"	0	0	53	25214.65	3.366222	.3081066	.3049835	.1060081	.0956865	37341.99	.2884323	.0449981	.2182377	.2600992	1	.7115678	.3704427
"555728"	"CA"	20.37037	5.5	27	19111.45	2.843178	.1678336	.1774895	.1049157	.1302623	40860.73	.461168	.074055	.3408222	.2500327	1	.5388319	.1840728
"056203"	"CA"	0	0	180	22705.91	2.692573	.211947	.226242	.0997395	.1064479	45213.09	.4715147	.0643743	.3811005	.2288792	1	.5284853	.2480752
"555307"	"CA"	4.583333	5.5	120	6744.616	3.137425	.0358488	.0399883	.1124814	.1900953	31583.24	.5090039	.0845785	.3336411	.3122598	1	.4909961	.0242104
"055917"	"CA"	0	0	99	5395.851	3.363685	.0135991	.021542	.098007	.1772179	31626.87	.5782602	.0604326	.3357435	.3380856	1	.4217398	.0086425
"055304"	"CA"	0	0	99	6513.075	3.087662	.0301763	.0333012	.1030258	.2100819	30981.12	.5258573	.0891641	.3217275	.3154714	1	.4741427	.0161218
"555245"	"CA"	0	0	99	5498.223	3.271133	.0259171	.0371791	.1075688	.14054	36596.73	.5733542	.0615967	.3596485	.3084814	1	.4266458	.0172948
"05A340"	"CA"	0	0	190														
"055662"	"CA"	0	0	92	3658.782	3.054193	.0106827	.0111517	.1010479	.1867626	31257.8	.7474222	.0310679	.495501	.3187597	1	.2525778	.0012751
"555470"	"CA"	0	0	152	6391.056	3.181052	.018364	.0217328	.1114521	.1932118	30836.85	.5248147	.0798966	.3217778	.3179983	1	.4751853	.0071292
"555186"	"CA"	0	0	68	5771.376	3.186002	.0153979	.0173404	.1018398	.2295959	29097.72	.5138122	.0971253	.284468	.3363478	1	.4861878	.0022916
"555080"	"CA"	0	0	62	4394.023	3.256198	.0214366	.0321423	.0965402	.1162082	37951.09	.5799556	.0606466	.3939188	.3039608	1	.4200444	.0133558
"055833"	"CA"	0	0	116	6798.5	3.157371	.0178048	.0196207	.1004113	.2329495	27662.2	.506661	.0860776	.2932941	.3284161	1	.493339	.0045238
"055289"	"CA"	0	0	86	5355.352	3.095208	.0097985	.0122071	.0945033	.2295924	27403.91	.5990694	.0480131	.3914409	.3353495	1	.4009306	.0004554
"055481"	"CA"	0	0	150	5036.145	3.091343	.007701	.0098301	.1103718	.1916118	30198.86	.561448	.0534242	.3916012	.319236	1	.438552	.0007246
"555692"	"CA"	0	0	38	5314.824	3.137034	.0164704	.0192801	.0962549	.2323417	28166.13	.5313777	.0936312	.2966745	.3339196	1	.4686223	.0018615
"056216"	"CA"	0	0	176	4932.141	3.302871	.0085679	.01508	.1060938	.1709965	30981.15	.5656684	.0682416	.3332787	.3399783	1	.4343316	.0009461
"055242"	"CA"	0	0	59	5957.497	3.191998	.0140579	.0176301	.0985272	.1934431	29859.75	.4847375	.0821512	.3224841	.3217993	1	.5152625	.0059703
"055201"	"CA"	11.76471	14	119	6545.1	3.317664	.0230425	.0253402	.1014287	.2376612	27777.14	.4633862	.1014386	.2537359	.3413984	1	.5366138	.0115987
"055735"	"CA"	4.296875	5.5	128	6296.024	3.121732	.0269426	.0315894	.106068	.2164462	30399	.5221205	.0927998	.3175976	.3194157	1	.4778795	.0158936
"555713"	"CA"	0	0	100	6185.576	3.209771	.0120328	.0167561	.1096368	.2083537	29447.28	.5153398	.0838166	.3199054	.3341618	1	.4846602	.0026642
"055039"	"CA"	0	0	98	6457.733	3.196471	.0265859	.0310761	.0991938	.2064967	31284.79	.5017898	.0782252	.2951723	.3238448	1	.4982102	.0153106
"555387"	"CA"	0	0	75	6248.097	3.162558	.0169096	.0187669	.0977583	.1885	30845	.5055487	.0847473	.3337586	.3262565	1	.4944513	.0065979
"555105"	"CA"	0	0	99	5706.194	3.083023	.0293929	.0315303	.0967174	.1901279	32033.32	.5595372	.0722156	.3621816	.3061795	1	.4404628	.014785
"555496"	"CA"	0	0	99	6370.641	3.254756	.0184599	.0263166	.1126992	.231162	29784.93	.4709636	.0951104	.2681377	.321928	1	.5290364	.0110641
"056324"	"CA"	4.583333	5.5	120	6295.086	3.191815	.0228416	.0255082	.1007136	.1899725	31090.99	.5213287	.0836019	.3091251	.3228022	1	.4786713	.0142874
"555049"	"CA"	0	0	74	4813.442	2.972491	.0105402	.0132096	.1005315	.2142822	28537.22	.5959915	.0561801	.4192776	.3079734	1	.4040085	.0026533
"555164"	"CA"	3.691275	5.5	149	5463.301	3.143354	.0085681	.0122592	.1021034	.2179854	29054.24	.5696366	.0584136	.382109	.3191884	1	.4303634	.0013227
"555554"	"CA"	0	0	65	3030.178	2.709312	.0125405	.0133519	.1090024	.1396212	33916.45	.8458477	.0154592	.6475208	.2783657	1	.1541523	.0098305
"555220"	"CA"	0	0	99	2450.481	2.68352	.0135228	.0134201	.1081763	.1217032	33831.01	.8563956	.017029	.6542606	.2711801	1	.1436044	.0075471
"555371"	"CA"	0	0	145	3908.434	2.630291	.0164757	.0155796	.1046402	.1183334	33049.71	.8246725	.0167679	.6329595	.2598421	1	.1753275	.0084402
"056189"	"CA"	0	0	162	3473.991	2.730588	.0200955	.0162885	.101726	.1187679	32287.52	.8278583	.0171796	.6083924	.2606547	1	.1721417	.0067517
"555619"	"CA"	0	0	99	4502.056	2.972077	.0157236	.0147788	.0997426	.1457976	31728.99	.8122669	.0161389	.4946253	.2699912	1	.1877331	.0113843
"055079"	"CA"	0	0	162	3969.03	2.728606	.015568	.0141879	.101668	.1272279	32532.12	.816837	.0225292	.6065322	.263262	1	.183163	.0077644
"056205"	"CA"	8.088236	5.5	68	14813.73	3.141515	.1532823	.1677308	.1326161	.1003471	42398.07	.3994487	.0389237	.2967676	.2523586	1	.6005512	.171042
"056122"	"CA"	11.42857	16	140	13954.15	3.057646	.143773	.1606521	.1197254	.0875994	42340.95	.3986858	.0429285	.2815757	.2597572	1	.6013142	.1468514
"055466"	"CA"	0	0	43	11050.27	2.937823	.0757906	.0779793	.0942058	.0927428	52812.6	.5196031	.0400778	.3885569	.2314103	1	.4803969	.0432494
"055188"	"CA"	0	0	99	10388.64	3.077012	.0841815	.1003164	.1226781	.0884165	46451.43	.4602495	.0354962	.3282293	.2440856	1	.5397505	.0614844
"555235"	"CA"	0	0	199	13252.21	3.053294	.1537515	.1698827	.1257736	.0866627	43504.38	.4068874	.0419365	.3077635	.2528288	1	.5931126	.1459965
"055968"	"CA"	5.392157	5.5	102	18301.93	3.147667	.181701	.1870589	.1255906	.1087068	38507.37	.3557146	.0482592	.2442039	.2604139	1	.6442854	.1831995
"056394"	"CA"	2.301255	5.5	239														
"055116"	"CA"	0	0	59	11272.45	2.898073	.1234438	.142795	.1212502	.0629821	44562.53	.5149555	.0408941	.4041074	.24512	1	.4850445	.1167137
"555657"	"CA"	7.432433	5.5	74	11140.48	2.841425	.0886761	.103658	.1035908	.0905617	52129.55	.5205005	.0296082	.4034244	.233229	1	.4794995	.0460871
"555034"	"CA"	0	0	345														
"555827"	"CA"	0	0	160	9902.814	2.911705	.0766926	.0867977	.0940079	.0895296	51007.43	.4993639	.0415288	.3774857	.2347381	1	.5006361	.0527941
"555813"	"CA"	0	0	38	10329.17	3.074894	.0885558	.0898614	.1160323	.0836384	49353.26	.4841397	.0298176	.3574552	.2432388	1	.5158603	.0465631
"555276"	"CA"	0	0	41	13033.54	3.164994	.1601256	.1682348	.122346	.0733898	37419.66	.3847633	.0316858	.2429426	.2619574	1	.6152366	.1231782
"555856"	"CA"	0	0	62	11536.15	2.87105	.1209465	.1393054	.107313	.0883808	48045.5	.4981645	.0428846	.3904292	.2440216	1	.5018355	.1064968
"055563"	"CA"	0	0	55	6134.131	3.615535	.0265606	.0248769	.0934046	.1776862	26919.03	.7951726	.0172157	.2585481	.2496253	1	.2048274	.0190509
"055684"	"CA"	0	0	68	5831.121	2.610947	.0286223	.0232659	.1061506	.1030454	38729.84	.7819068	.0163696	.5881178	.2385875	1	.2180932	.0415889
"555830"	"CA"	4.583333	5.5	120	6988.022	3.100132	.0448359	.0405612	.116753	.2270199	28303.95	.7079788	.0360361	.34931	.2623083	1	.2920212	.0997382
"555394"	"CA"	0	0	150	6878.494	2.955303	.035495	.0320265	.0998225	.1643351	33331.79	.7254621	.0277712	.4547874	.2513462	1	.2745379	.0594702
"055830"	"CA"	0	0	81	5741.427	3.325874	.0303041	.0273453	.0950636	.1673098	29464.58	.7441341	.0308532	.3501291	.2681134	1	.2558659	.0265346
"055256"	"CA"	0	0	110	6333.155	2.806803	.0494905	.0430933	.1201747	.2075459	30315.48	.7209901	.036508	.4376506	.2654721	1	.2790099	.1107904
"055733"	"CA"	0	0	80	5821.335	2.818024	.0327432	.0291848	.0958541	.1232056	35152.92	.7534373	.021076	.5026504	.2518477	1	.2465627	.0474099
"055826"	"CA"	9.322034	5.5	59	5325.437	3.324214	.0250649	.0218683	.0911553	.1886438	28735.33	.7862172	.022829	.3481779	.2558334	1	.2137828	.0182881
"555236"	"CA"	5.789474	5.5	95	5075.877	3.237332	.0235257	.0192742	.1014478	.1406557	31006.6	.7926864	.0220789	.4160642	.2617683	1	.2073136	.0126643
"056353"	"CA"	0	0	50	3912.911	2.816533	.0271252	.0248812	.118541	.1908375	32742.18	.7836552	.0207697	.5042104	.2372102	1	.2163448	.0611296
"055991"	"CA"	0	0	138	5359.326	2.825832	.0372567	.0292425	.1062314	.1051911	35954.65	.7466339	.0191335	.5032884	.2528518	1	.2533661	.0506772
"555023"	"CA"	0	0	52	7054.731	2.840026	.0367774	.030887	.1103401	.1273355	36651.56	.7765806	.02137	.5196479	.2442553	1	.2234194	.061357
"555762"	"CA"	0	0	63	7240.216	2.851402	.0433825	.0353329	.1082512	.1322006	34427.11	.7454711	.0241344	.4974948	.2505481	1	.2545289	.0579166
"555875"	"CA"	0	0	156	7142.473	2.949154	.0393901	.0358725	.0997381	.1625843	33507.91	.7275867	.0332827	.4604918	.2572595	1	.2724133	.0663513
"056069"	"CA"	2.736319	5.5	201	10030.18	3.253441	.0607349	.0667673	.1220566	.0989617	43650.7	.4120399	.0364818	.2805921	.256707	1	.5879601	.0607056
"055645"	"CA"	0	0	133	9786.495	3.053915	.0492091	.0496675	.1017534	.0842561	46460.63	.4566465	.0334436	.3289936	.2493869	1	.5433534	.0371141
"555068"	"CA"	0	0	153														
"555635"	"CA"	0	0	76	10359.84	3.112539	.0472521	.0496725	.0913671	.1011629	44631.7	.4277634	.0383972	.2864618	.2537007	1	.5722365	.0339247
"056037"	"CA"	0	0	99	6624.642	3.069673	.0407938	.0467861	.1044966	.1233658	41425.27	.6375167	.0332517	.405737	.2642751	1	.3624833	.0784679
"555838"	"CA"	0	0	60	8701.474	3.141995	.0401154	.0417725	.1174086	.104025	43788.74	.5002484	.0337216	.3389683	.2588987	1	.4997516	.0343145
"056082"	"CA"	6.030151	12	199	8703.638	3.413293	.0422057	.0415765	.1255554	.1126264	40189.45	.3921682	.0305999	.2370161	.2822538	1	.6078318	.0414746
"555757"	"CA"	0	0	35	9479.402	3.225885	.0526337	.0577139	.1115831	.1061033	44164.89	.4288806	.0407232	.2927079	.2623997	1	.5711194	.0473301
"555792"	"CA"	0	0	99	9374.572	3.100843	.0575661	.0567335	.1141428	.0806476	50323.07	.4354466	.0366768	.3073457	.244535	1	.5645534	.049436
"555342"	"CA"	0	0	48	9431.047	3.037161	.0504581	.0488212	.1002632	.093429	52893.61	.4260055	.0288464	.310492	.2326715	1	.5739945	.0310662
"055318"	"CA"	0	0	253	8587.071	3.117405	.0457162	.0480807	.1159018	.0951022	44877.58	.4606853	.033035	.3220916	.2565224	1	.5393147	.0398084
"055210"	"CA"	0	0	30	9622.219	2.942959	.062044	.065584	.1069275	.0916317	52437.61	.5050672	.0370783	.3869914	.2302268	1	.4949328	.0405276
"055866"	"CA"	0	0	76	8701.129	3.158455	.0414538	.0418881	.1088175	.0948732	45376.52	.4936765	.031636	.3344862	.2544836	1	.5063235	.0383142
"055800"	"CA"	0	0	73	7364.953	3.092958	.0329739	.0382202	.1010158	.0767188	49314.22	.5026228	.0357689	.3716655	.2464905	1	.4973772	.0304574
"055315"	"CA"	0	0	102	9829.451	2.910003	.0555704	.0595708	.1042761	.0813133	52581.22	.4759514	.0320704	.3621436	.2271368	1	.5240486	.0376568
"055316"	"CA"	3.985507	5.5	138	8330.883	2.959989	.0460383	.0509239	.1000894	.0729159	54176.61	.5012395	.0295863	.3826868	.2310107	1	.4987605	.0325418
"055407"	"CA"	0	0	170	9637.623	3.020955	.0572378	.0556567	.1030445	.0729078	50380.89	.4376661	.031628	.3191803	.2368132	1	.5623339	.042614
"056376"	"CA"	0	0	166	9690.162	3.033668	.0527535	.056459	.1037564	.1039972	45018.49	.465392	.035171	.3287799	.2484149	1	.534608	.041782
"055646"	"CA"	0	0	66	10299.83	2.78562	.0780466	.0972234	.0905418	.0843923	56958.92	.5182022	.0442361	.4144322	.2142553	1	.4817978	.0580567
"555524"	"CA"	0	0	48	10118.51	3.073705	.0564333	.0559854	.1048461	.0953979	47113.25	.4502912	.037363	.3087692	.243953	1	.5497088	.0346803
"056026"	"CA"	0	0	67														
"555799"	"CA"	0	0	54	8918.852	3.617759	.0440973	.0407206	.1246768	.0929039	38853.84	.3932544	.0256164	.2404495	.2862786	1	.6067456	.056814
"555831"	"CA"	0	0	99	8449.074	3.111434	.0388889	.0417173	.1126236	.0865534	46025.58	.530665	.0265527	.3899916	.2530848	1	.469335	.0348895
"055884"	"CA"	0	0	130	10450.13	3.251478	.0457588	.0454648	.1088611	.1096395	41410.88	.4413129	.0287463	.2782601	.2591221	1	.5586871	.0363765
"555343"	"CA"	5.851064	5.5	94	8012.668	3.001644	.0394183	.0407347	.101856	.0899428	47193.84	.4880576	.0436745	.3499589	.2493275	1	.5119424	.0273091
"056212"	"CA"	0	0	152	9359.962	3.169688	.0458889	.050266	.1120522	.0974585	45091.32	.4864698	.0336151	.3363312	.2605529	1	.5135303	.0428536
"555363"	"CA"	0	0	59	8465.255	3.191014	.0439181	.0457462	.1172122	.0796412	44458.96	.4719692	.0319614	.3346064	.2571712	1	.5280308	.044044
"05A364"	"CA"	0	0	30														
"055211"	"CA"	0	0	185	9870.642	3.089489	.0516705	.0522488	.1044098	.0823444	48186.64	.436879	.0308133	.3060817	.2446119	1	.563121	.0376292
"555487"	"CA"	3.374233	5.5	163	9828.559	3.570879	.042364	.0425823	.1312309	.1104252	39158.71	.3486462	.030013	.1948483	.2786624	1	.6513538	.0361024
"555547"	"CA"	9.322034	5.5	59	8737.339	3.011001	.0538034	.0567977	.1031338	.1018942	45258.26	.5386803	.0450442	.3943768	.252612	1	.4613197	.0428349
"055388"	"CA"	0	0	58	8824.938	3.318051	.0403441	.0450865	.1176115	.1138587	42980.5	.4292726	.031612	.2737911	.274429	1	.5707274	.0344241
"05A277"	"CA"	0	0	116														
"055798"	"CA"	0	0	148	9629.124	2.938759	.0564472	.0579795	.1049692	.092433	48736.08	.5454419	.0298466	.4066937	.235361	1	.4545581	.0457611
"055797"	"CA"	0	0	134	5999.063	3.284737	.0291654	.029488	.1069992	.1791896	33392.88	.6367361	.0333672	.303889	.2949409	1	.3632639	.0673132
"555204"	"CA"	0	0	38	9342.053	2.943579	.0460685	.0535385	.1009123	.0852698	50915.66	.4842589	.0364321	.3626877	.240459	1	.5157411	.0390101
"555156"	"CA"	0	0	145	10386.54	2.925323	.0735583	.0814046	.0928857	.0971573	51115.05	.5016767	.0391205	.3816696	.233129	1	.4983233	.0557186
"056116"	"CA"	0	0	152	8314.712	2.991401	.0502308	.0510179	.0913217	.0879306	53606.52	.5149202	.0276539	.3875457	.2302956	1	.4850798	.0284318
"056058"	"CA"	0	0	77	9418.812	3.060649	.0340446	.0425759	.0989441	.1095513	42243.48	.5243226	.0419846	.3602665	.2625699	1	.4756774	.0464783
"555841"	"CA"	0	0	45	10436.58	3.568973	.0399388	.0398696	.1191976	.0891396	40874.44	.3567818	.0270812	.2169019	.2817738	1	.6432182	.0276359
"555483"	"CA"	5.555556	5.5	99	8842.137	3.292153	.0439895	.0473501	.1170864	.0967313	44496.3	.4116104	.0319114	.2711166	.264026	1	.5883896	.0426395
"555835"	"CA"	0	0	44	9313.574	3.049745	.0730055	.0850757	.1054021	.090742	49666.91	.4619949	.0405903	.3398725	.2388233	1	.5380051	.0520984
